item_id,name,material_id,brand_name,tb_price,our_price,zk_final_price,reserve_price,final_promotion_price,predict_rounding_up_price,shop_name,title,sub_title,short_title,image_url,click_url,annual_vol,level_one_category_id,level_one_category_name,tk_total_sales,coupon_url,has_full_reduction,full_reduction_coupon_set,full_reduction_coupon_fee0,full_reduction_coupon_desc0,full_reduction_coupon_type0,full_reduction_coupon_src_scene0,full_reduction_coupon_fee1,full_reduction_coupon_desc1,full_reduction_coupon_type1,full_reduction_coupon_src_scene1,has_alimama_reduction,alimama_coupon_set,alimama_coupon_fee0,alimama_coupon_desc0,alimama_coupon_type0,alimama_coupon_src_scene0,alimama_coupon_fee1,alimama_coupon_desc1,alimama_coupon_type1,alimama_coupon_src_scene1,has_open_reduction,open_coupon_set,open_coupon_fee0,open_coupon_desc0,open_coupon_type0,open_coupon_src_scene0,open_coupon_fee1,open_coupon_desc1,open_coupon_type1,open_coupon_src_scene1
8QpqxbAunt9PZRBybwtqngIbt8-ekkbbyPcG4qaJd6PHzo,贝蜜儿蓝钻乳铁蛋白20袋,84226,Babymier/贝蜜儿,129.9,39.9,129.9,399.00,39.9,,babymier贝蜜儿旗舰店,【秒杀】贝蜜儿蓝钻乳铁蛋白免疫球蛋白送儿童婴幼儿营养补充品,,贝蜜儿蓝钻乳铁蛋白20袋,http://img.alicdn.com/bao/uploaded/i3/2206587694943/O1CN01CzdTTv1mNwhiiffkf_!!0-item_pic.jpg,79￥ CZ8908 DZKQ3ZWIwJ9￥ https://m.tb.cn/h.gh7oxfM  【秒杀】贝蜜儿蓝钻乳铁蛋白免疫球蛋白送儿童婴幼儿营养补充品,2万+,35,奶粉/辅食/营养品/零食,,58￥ MF6563 tZHn3ZWsBzg￥ https://m.tb.cn/h.gTzHWa7  【秒杀】贝蜜儿蓝钻乳铁蛋白免疫球蛋白送儿童婴幼儿营养补充品,否,,,,,,,,,,是,,90,满129减90,单品券,妈妈渠道券,,,,,是,,,满200减30,店铺券,全网公开券,,满400减50,店铺券,全网公开券
BJPerQ9h6t8v2mY40ytr6afrte-9YYbbwkCO8jRkZyJue,婴儿睡袋多款可选秋冬,84226,母婴坊,89.9,15.9,89.9,109.90,15.9,,母婴坊母婴旗舰店,婴儿睡袋春夏宝宝睡袍长袖分腿加厚睡衣新生儿拉链式多功能防踢被,,婴儿睡袋多款可选秋冬,http://img.alicdn.com/bao/uploaded/i2/2678130119/O1CN016LbsF71CkY5Wh5If0_!!0-item_pic.jpg,09￥ CZ0000 gKob3ZWsD0X￥ https://m.tb.cn/h.gTztYhW  婴儿睡袋春夏宝宝睡袍长袖分腿加厚睡衣新生儿拉链式多功能防踢被,1000+,50014812,婴童用品,,27￥ CZ0012 zibH3ZWshGr￥ https://m.tb.cn/h.gh7opJM  婴儿睡袋春夏宝宝睡袍长袖分腿加厚睡衣新生儿拉链式多功能防踢被,否,,,,,,,,,,是,,74,满80减74,单品券,妈妈渠道券,,,,,否,,,,,,,,,
rRw3omQTOtVK5pwPy0fe98sqtZ-pGGooDOCRX5koXR8FjP,小鹿蓝蓝可吸果冻0脂0明胶0色素,84226,小鹿蓝蓝,29.9,19.9,29.9,99.00,19.9,,小鹿蓝蓝旗舰店,小鹿蓝蓝蒟蒻果冻_益生菌吸吸果汁果冻0脂0明胶0色素儿童零食品牌,,小鹿蓝蓝可吸果冻0脂0明胶0色素,http://img.alicdn.com/bao/uploaded/i1/2208170228854/O1CN01b1r7Fo2FHBjDDQlXT_!!0-item_pic.jpg,59￥ MF3543 eGKG3ZWIV86￥ https://m.tb.cn/h.gTzHfef  小鹿蓝蓝蒟蒻果冻_益生菌吸吸果汁果冻0脂0明胶0色素儿童零食品牌,9000+,35,奶粉/辅食/营养品/零食,,58￥ CZ0016 yUUl3ZWIepX￥ https://m.tb.cn/h.gh7Lk3M  小鹿蓝蓝蒟蒻果冻_益生菌吸吸果汁果冻0脂0明胶0色素儿童零食品牌,否,,,,,,,,,,是,,10,满29减10,单品券,妈妈渠道券,,,,,否,,,,,,,,,
d5xq3PgTZt32XbVZywtozzSet3-YQQmm0wUBbaM34P3IRX,英氏婴幼儿夏季面霜宝宝早晚面霜,84226,YEEHOO/英氏,29.9,19.9,29.9,99.00,19.9,,英氏婴童洗护旗舰店,英氏坚果霜太空凝露婴儿面霜儿童夏季滋润补水保湿身体乳旅行装,晒后救急 一抹爆水舒缓干燥肌,英氏婴幼儿夏季面霜宝宝早晚面霜,http://img.alicdn.com/bao/uploaded/i4/2200552342840/O1CN01xf9Uji1WqlljgJRr6_!!0-item_pic.jpg,08￥ CZ3452 DfCB3ZWISUo￥ https://m.tb.cn/h.g6sPNyR  英氏坚果霜太空凝露婴儿面霜儿童夏季滋润补水保湿身体乳旅行装,3万+,50014812,婴童用品,,78￥ CZ0015 r91s3ZWIAry￥ https://m.tb.cn/h.g6hjT1Q  英氏坚果霜太空凝露婴儿面霜儿童夏季滋润补水保湿身体乳旅行装,否,,,,,,,,,,是,,10,满29减10,单品券,妈妈渠道券,,,,,是,,,满59减10,单品券,全网公开券,,,,
axNPQ50iotMrOBbDqYCDOyHjty-wGGJJDwCQXk7X6RkIx,QDQ希腊酸奶细护保湿面膜,84226,QDQ（美妆）,129.9,29.9,129.9,129.90,29.9,9.97,qdq旗舰店,拍3件 QDQ希腊酸奶细护保湿面膜补水保湿深层清洁涂抹式男女正品B,,QDQ希腊酸奶细护保湿面膜,http://img.alicdn.com/bao/uploaded/i3/2200805199604/O1CN01D66e7M2Koggf3hskT_!!0-item_pic.jpg,68￥ HU9046 tlSx3ZWsrx4￥ https://m.tb.cn/h.g6hjT1O  拍3件 QDQ希腊酸奶细护保湿面膜补水保湿深层清洁涂抹式男女正品B,100+,50014812,婴童用品,,78￥ CZ3456 BqTL3ZWsYxo￥ https://m.tb.cn/h.g6hQLlb  拍3件 QDQ希腊酸奶细护保湿面膜补水保湿深层清洁涂抹式男女正品B,否,,,,,,,,,,是,,100,满129减100,单品券,妈妈渠道券,,,,,否,,,,,,,,,
MkV9zajfKtXGYmk4n3TY6MUQtA-wGGJJDwCQPeP9NQyFN,LUKI儿童护目镜户外运动太阳眼镜,84226,LUKI/鲁奇,309.0,309,329,349.00,309,299.13,鲁奇眼镜旗舰店,Luki鲁奇儿童墨镜男女童宝宝太阳镜户外运动轮滑防风护目镜3-11岁,①UV420②PC安全镜片③记忆镜架,LUKI儿童护目镜户外运动太阳眼镜,http://img.alicdn.com/bao/uploaded/i2/3252793071/O1CN011dg6fb1YYZGUnI5z7_!!0-item_pic.jpg,29￥ MF6563 GN063ZWIRwz￥ https://m.tb.cn/h.g6sOYNk  Luki鲁奇儿童墨镜男女童宝宝太阳镜户外运动轮滑防风护目镜3-11岁,1000+,50008165,童装/婴儿装/亲子装,,17￥ CZ0002 ZAu73ZWHbqM￥ https://m.tb.cn/h.gTztx3s  Luki鲁奇儿童墨镜男女童宝宝太阳镜户外运动轮滑防风护目镜3-11岁,否,,,,,,,,,,是,,,满199减10,店铺券,妈妈渠道券,,满299减20,店铺券,妈妈渠道券,是,,,满199减10,店铺券,全网公开券,20,满299减20,店铺券,全网公开券
pRQyX2zUxt6Kobe3nDiZpxSptm-Obb88dZSZGDK0OmYH8e,红色小象儿童洗发水洗发露氨基酸,84226,红色小象,59,44,59,99.00,44,,红色小象旗舰店,红色小象儿童氨基酸洗发水女孩宝宝洗发露男童洗头膏3-15岁专用,无硅油配方，专为3岁以上儿童研制,红色小象儿童洗发水洗发露氨基酸,http://img.alicdn.com/bao/uploaded/i3/2707252427/O1CN013Oow2E1TncDkIZ57H_!!0-item_pic.jpg,19￥ CZ3452 DXiY3ZWsV4M￥ https://m.tb.cn/h.g6hjT1G  红色小象儿童氨基酸洗发水女孩宝宝洗发露男童洗头膏3-15岁专用,4000+,50014812,婴童用品,,37￥ CZ3456 MIfM3ZWIugj￥ https://m.tb.cn/h.g6hj2HK  红色小象儿童氨基酸洗发水女孩宝宝洗发露男童洗头膏3-15岁专用,否,,,,,,,,,,是,,15,满49减15,单品券,妈妈渠道券,,,,,是,,,满69减20,单品券,全网公开券,,,,
wRWZqj0ugtDB9J3KeYi5gktbtd-W00gg4ZfQJVzNZgYt7,小鹿蓝蓝清润梨汁0糖0脂,84226,小鹿蓝蓝,46.9,36.9,46.9,59.00,36.9,,小鹿蓝蓝旗舰店,【小鹿蓝蓝_清润梨汁】梨汁饮品果蔬汁饮料0糖0脂儿童零食品牌,,小鹿蓝蓝清润梨汁0糖0脂,http://img.alicdn.com/bao/uploaded/i2/2208170228854/O1CN01eioIeF2FHBjbyT1cd_!!2208170228854.jpg,09￥ CA6496 5SxQ3ZWsHf4￥ https://m.tb.cn/h.g6slNIf  【小鹿蓝蓝_清润梨汁】梨汁饮品果蔬汁饮料0糖0脂儿童零食品牌,2000+,35,奶粉/辅食/营养品/零食,,28￥ CA6496 JvKf3ZWIBiC￥ https://m.tb.cn/h.g6slIAX  【小鹿蓝蓝_清润梨汁】梨汁饮品果蔬汁饮料0糖0脂儿童零食品牌,否,,,,,,,,,,是,,10,满46减10,单品券,妈妈渠道券,,,,,否,,,,,,,,,
8QpqxbrInt9PZRBybwtqdQCbt8-0YY66gdCBddzpy7Mc0,NEO宝宝复合维生素26种营养挑食,84226,neopeques,139,114,139,288.00,114,105.65,NEOPEQUES海外旗舰店,NEO婴幼儿童复合维生素D3宝宝多维补锌营养液b族VC钙铁增强抵抗力,婴儿宝宝全面营养补充，身体壮胃口好少生病,NEO宝宝复合维生素26种营养挑食,http://img.alicdn.com/bao/uploaded/i1/2216086062602/O1CN018Q6FlG1V5lWuvagCE_!!0-item_pic.jpg,88￥ HU9046 0O113ZWIBiB￥ https://m.tb.cn/h.gh7o4vT  NEO婴幼儿童复合维生素D3宝宝多维补锌营养液b族VC钙铁增强抵抗力,700+,35,奶粉/辅食/营养品/零食,,28￥ CZ3460 RTne3ZWHmnD￥ https://m.tb.cn/h.gTzHYGi  NEO婴幼儿童复合维生素D3宝宝多维补锌营养液b族VC钙铁增强抵抗力,否,,,,,,,,,,是,,25,满110减25,店铺券,妈妈渠道券,,,,,是,,,满98减10,店铺券,全网公开券,,,,
gp57kqMt3t2ZX6bA5Nt2nAhatr-JNNzzkZtayOk6dzNiq,产后收腹带修复瘦身束腰孕妇束缚,84226,HYILR,35,20,35,135.00,20,18.95,hyilr旗舰店,产后收腹带修复瘦身束腰孕妇束缚收盆骨月子束腹带顺产剖腹产专用,收藏+加购 送运费险 优先发货,产后收腹带修复瘦身束腰孕妇束缚,http://img.alicdn.com/bao/uploaded/i1/3555031031/O1CN01WtUBfn1JUF9Ui05Ut_!!0-item_pic.jpg,68￥ CZ0002 dd683ZWs6Pa￥ https://m.tb.cn/h.g6hQ2oj  产后收腹带修复瘦身束腰孕妇束缚收盆骨月子束腹带顺产剖腹产专用,400+,50022517,孕妇装/孕产妇用品/营养,,39￥ CA6496 h78y3ZWHcOu￥ https://m.tb.cn/h.g6sOIAk  产后收腹带修复瘦身束腰孕妇束缚收盆骨月子束腹带顺产剖腹产专用,否,,,,,,,,,,是,,15,满30减15,单品券,妈妈渠道券,,,,,否,,,,,,,,,
BJPerQdC6t8v2mY40ytrWyirte-AYYoobZCK07RGojJiYz,优上儿童面霜夏季清爽婴儿宝宝霜,84226,,79,59,79,109.00,59,,优上旗舰店,优上儿童面霜夏季清爽婴儿宝宝啫喱擦脸霜保湿滋润润肤乳补水春夏,舒缓退红，深层补水保湿,优上儿童面霜夏季清爽婴儿宝宝霜,http://img.alicdn.com/bao/uploaded/i4/2214369604104/O1CN016J39BT1gBgQ8TjPWi_!!2214369604104.jpg,77￥ CZ3452 GqT53ZWIP6I￥ https://m.tb.cn/h.gh7oxUJ  优上儿童面霜夏季清爽婴儿宝宝啫喱擦脸霜保湿滋润润肤乳补水春夏,600+,50014812,婴童用品,,78￥ HU0854 VQQu3ZWHm6v￥ https://m.tb.cn/h.g6hQgzr  优上儿童面霜夏季清爽婴儿宝宝啫喱擦脸霜保湿滋润润肤乳补水春夏,否,,,,,,,,,,是,,20,满59减20,店铺券,妈妈渠道券,,,,,是,,,满48减10,单品券,全网公开券,,,,
7Zezv86t4t5m96pOeoUz98fMtV-qGGzzD2CnrqPQMw9uoM,爱益森婴童益生菌吃饭香便便正常,84226,爱益森,29.8,10.8,29.8,143.00,10.8,,爱益森旗舰店,爱益森益生菌粉加婴幼儿儿童宝宝可用菌株MP108新生肠胃道非调理,爱益森小橙益生菌添加婴幼儿可用菌株MP108,爱益森婴童益生菌吃饭香便便正常,http://img.alicdn.com/bao/uploaded/i3/2209503213131/O1CN0110nAbQ1Z033ACw5cs_!!0-item_pic.jpg,37￥ CZ0000 wr5Z3ZWsqTv￥ https://m.tb.cn/h.g6hjrH8  爱益森益生菌粉加婴幼儿儿童宝宝可用菌株MP108新生肠胃道非调理,5万+,35,奶粉/辅食/营养品/零食,,49￥ MF3543 qbpL3ZWI8Ks￥ https://m.tb.cn/h.g6sOYna  爱益森益生菌粉加婴幼儿儿童宝宝可用菌株MP108新生肠胃道非调理,否,,,,,,,,,,是,,,满26减16,单品券,妈妈渠道券,19,满29减19,单品券,妈妈渠道券,是,,,满448减149,单品券,全网公开券,,满896减300,单品券,全网公开券
8QpqxbYunt9PZRBybwtqDXIbt8-Vqq55XZikP5OAmPeHy,,84226,Caramella/卡拉美拉,29.9,19.9,29.9,29.90,19.9,18.91,Caramella卡拉美拉旗舰店,蝴蝶结公主袜夏季薄款女童袜子透气网眼袜纯白小女孩儿童棉袜短袜,,,http://img.alicdn.com/bao/uploaded/i2/1136546408/O1CN010j4Yvx1xCux5Nq1R7_!!0-item_pic.jpg,67￥ MF1643 i60R3ZWsBef￥ https://m.tb.cn/h.g6hjGxw  蝴蝶结公主袜夏季薄款女童袜子透气网眼袜纯白小女孩儿童棉袜短袜,100+,50008165,童装/婴儿装/亲子装,,89￥ HU0025 9CY63ZWs3yY￥ https://m.tb.cn/h.gTzHk83  蝴蝶结公主袜夏季薄款女童袜子透气网眼袜纯白小女孩儿童棉袜短袜,否,,,,,,,,,,是,,10,满25减10,单品券,妈妈渠道券,,满35减5,店铺券,妈妈渠道券,否,,,,,,,,,
n50nXVAcMt3qom7YOXtN52C0tP-Rrr44BZSV3zqX8mNIG,,84226,芷雨（居家布艺）,10.9,5.9,10.9,28.90,5.9,,芷雨旗舰店,芷雨婴儿湿巾纸新生手口专用屁宝宝幼儿童湿纸巾家用实惠装大包,,,http://img.alicdn.com/bao/uploaded/i1/2215779042648/O1CN013TdD3u1VQpjCzdPgI_!!0-item_pic.jpg,08￥ CZ0015 D41X3ZWHnRp￥ https://m.tb.cn/h.gTzHIvZ  芷雨婴儿湿巾纸新生手口专用屁宝宝幼儿童湿纸巾家用实惠装大包,2万+,50014812,婴童用品,,87￥ CZ0002 ECPI3ZWsiXA￥ https://m.tb.cn/h.g6hjDYi  芷雨婴儿湿巾纸新生手口专用屁宝宝幼儿童湿纸巾家用实惠装大包,否,,,,,,,,,,是,,5,满10减5,单品券,妈妈渠道券,,,,,是,,,满8减3,单品券,全网公开券,,,,
O4VKQjjuzt6q2my07Qiq2OfMtJ-g66JJjyup0e6gAeYSY,大嘴猴男童短袖睡衣套装,84226,Paul Frank/大嘴猴,59.9,29.9,59.9,89.00,29.9,,大嘴猴基达专卖店,大嘴猴2024年夏季新款男女童短袖睡衣套装薄款透气中童儿童家居服,100%棉,大嘴猴男童短袖睡衣套装,http://img.alicdn.com/bao/uploaded/i4/2215071630159/O1CN01D9Sl021D2rtdNJCKB_!!0-item_pic.jpg,48￥ CZ8908 lnwl3ZWIGtj￥ https://m.tb.cn/h.g6sPFPb  大嘴猴2024年夏季新款男女童短袖睡衣套装薄款透气中童儿童家居服,400+,50008165,童装/婴儿装/亲子装,,09￥ CZ3452 hULa3ZWsXtn￥ https://m.tb.cn/h.gh7LYLB  大嘴猴2024年夏季新款男女童短袖睡衣套装薄款透气中童儿童家居服,否,,,,,,,,,,是,,30,满59减30,单品券,妈妈渠道券,,,,,否,,,,,,,,,
Na39QKrf5tGQ9dNnwqi7aMCRtB-Rrr44BZSVax79davf6j,亚瑟贝拉儿童酸奶饮品4袋,84226,Arthur & Bella/亚瑟贝拉,49.8,19.8,49.8,69.00,19.8,18.81,天猫超市,亚瑟贝拉儿童酸奶小孩维生素宝宝零食生牛奶乳婴儿常温奶100g*4袋,,亚瑟贝拉儿童酸奶饮品4袋,http://img.alicdn.com/bao/uploaded/i4/6000000004096/O1CN01b6Okox1g81FnHg0HT_!!6000000004096-0-sm.jpg,89￥ HU9046 0Hzr3ZWHMeZ￥ https://m.tb.cn/h.gTzHNm9  亚瑟贝拉儿童酸奶小孩维生素宝宝零食生牛奶乳婴儿常温奶100g*4袋,1000+,35,奶粉/辅食/营养品/零食,,17￥ CZ8908 ZqXP3ZWszkG￥ https://m.tb.cn/h.gTztIDh  亚瑟贝拉儿童酸奶小孩维生素宝宝零食生牛奶乳婴儿常温奶100g*4袋,否,,,,,,,,,,是,,20,满20.01减20,单品券,妈妈渠道券,,满20.01减20,单品券,妈妈渠道券,否,,,,,,,,,
K4n95oBs3to8vDa75BUpg0uJtW-zGGXXmNCowXjkvZPs5,不二宝贝冻干米饼A2β纯牛奶,84226,不二宝贝,20.8,20.8,29.8,99.00,20.8,,不二宝贝旗舰店,不二宝贝冻干米饼婴儿6个月宝宝零食无添加辅食磨牙棒溶豆饼干,,不二宝贝冻干米饼A2β纯牛奶,http://img.alicdn.com/bao/uploaded/i1/2212478319537/O1CN01ke54Ng2KK0FElwqcW_!!0-item_pic.jpg,87￥ HU9196 sf4L3ZWse3y￥ https://m.tb.cn/h.g6slpuv  不二宝贝冻干米饼婴儿6个月宝宝零食无添加辅食磨牙棒溶豆饼干,1万+,35,奶粉/辅食/营养品/零食,,98￥ CA6496 exEu3ZWI5Fx￥ https://m.tb.cn/h.gh7o6ZS  不二宝贝冻干米饼婴儿6个月宝宝零食无添加辅食磨牙棒溶豆饼干,否,,,,,,,,,,是,,,满66减18,单品券,妈妈渠道券,,,,,是,,9,满26减9,单品券,全网公开券,,,,
J429bwKcRtqdgPJwaKuO2rhvta-zGGXXmNCWj7b4q5vUz9,英氏儿童沐浴露洗发水二合一奶泡,84226,YEEHOO/英氏,49,39,49,229.00,39,,英氏婴童洗护旗舰店,英氏儿童沐浴露洗发水二合一婴儿宝宝洗发沐浴露泡泡浴小奶泡慕斯,绵密泡泡，趣享沐浴，让宝宝爱上洗澡,英氏儿童沐浴露洗发水二合一奶泡,http://img.alicdn.com/bao/uploaded/i3/2200552342840/O1CN01DmzobN1Wqllgyq6Se_!!0-item_pic.jpg,48￥ HU0854 mZJe3ZWsBe6￥ https://m.tb.cn/h.g6slsab  英氏儿童沐浴露洗发水二合一婴儿宝宝洗发沐浴露泡泡浴小奶泡慕斯,20万+,50014812,婴童用品,,78￥ CZ0001 swFP3ZWHVuM￥ https://m.tb.cn/h.gTzHW0h  英氏儿童沐浴露洗发水二合一婴儿宝宝洗发沐浴露泡泡浴小奶泡慕斯,否,,,,,,,,,,是,,,满198减39,单品券,妈妈渠道券,10,满49减10,单品券,妈妈渠道券,是,,,满109减10,单品券,全网公开券,,满279减30,单品券,全网公开券
jWPMk6qt0tJ5eP0q8gfJZOfJte-xGGjjDeC5n28oBMxTJA,澳兰黛准孕妇补水面膜热销千万片,84226,AOCILENDA/澳の兰黛,59,49,59,258.00,49,,澳兰黛旗舰店,澳兰黛准孕妇面膜专用补水女保湿滋润正品可用护肤品官方旗舰店,,澳兰黛准孕妇补水面膜热销千万片,http://img.alicdn.com/bao/uploaded/i1/2408090537/O1CN01M6fsd81FpzayZuEjk_!!0-item_pic.jpg,48￥ CZ0000 Hphc3ZWsdh3￥ https://m.tb.cn/h.gh7opIO  澳兰黛准孕妇面膜专用补水女保湿滋润正品可用护肤品官方旗舰店,3万+,50022517,孕妇装/孕产妇用品/营养,,07￥ ZH4920 DfFg3ZWIpJY￥ https://m.tb.cn/h.gTzH6fb  澳兰黛准孕妇面膜专用补水女保湿滋润正品可用护肤品官方旗舰店,否,,,,,,,,,,是,,10,满39减10,单品券,妈妈渠道券,,,,,否,,,,,,,,,
gp57ka2U3t2ZX6bA5Nt26KSatr-KAA773ZHjKkZ2rdZiN,小银块粉饼遮瑕修容粉饼,84226,Hotfit/韩婷风姿,119.9,19.9,119.9,119.90,19.9,,hotfit韩婷风姿旗舰店,小银块粉饼遮瑕修容干湿两用保湿干粉定妆散粉女持久粉饼,,小银块粉饼遮瑕修容粉饼,http://img.alicdn.com/bao/uploaded/i2/3031888092/O1CN01yjc3rZ29eBkh7PJjm_!!0-item_pic.jpg,97￥ CA6496 l3de3ZWIUG4￥ https://m.tb.cn/h.gh7opII  小银块粉饼遮瑕修容干湿两用保湿干粉定妆散粉女持久粉饼,200+,50022517,孕妇装/孕产妇用品/营养,,19￥ ZH4920 bLyS3ZWHcZ8￥ https://m.tb.cn/h.g6sOYns  小银块粉饼遮瑕修容干湿两用保湿干粉定妆散粉女持久粉饼,否,,,,,,,,,,是,,100,满101减100,单品券,妈妈渠道券,,,,,否,,,,,,,,,
Na39QAPS5tGQ9dNnwqi72ZTRtB-JNNzzkZta5Jpknnpux,护冻干粉化妆品套装正,84226,爱维雅（美妆）,459.9,59.9,459.9,459.90,59.9,,爱维雅旗舰店,EXGYAN  忆香缘 韩国进口原料羊胎素润护冻干粉化妆品套装正品D,,护冻干粉化妆品套装正,http://img.alicdn.com/bao/uploaded/i3/2216518331102/O1CN01LstEo01K0lMz6PK4T_!!0-item_pic.jpg,87￥ CZ8908 V01g3ZWHQcH￥ https://m.tb.cn/h.gTztxV8  EXGYAN  忆香缘 韩国进口原料羊胎素润护冻干粉化妆品套装正品D,300+,50022517,孕妇装/孕产妇用品/营养,,99￥ CZ3456 RfTa3ZWsc9k￥ https://m.tb.cn/h.gTzHA44  EXGYAN  忆香缘 韩国进口原料羊胎素润护冻干粉化妆品套装正品D,否,,,,,,,,,,是,,400,满450减400,单品券,妈妈渠道券,,,,,否,,,,,,,,,
08yzjqRi7t8mG7oyjDtqY4S2t6-daaJJyrHn7RgVGVwhWW,非凡贝贝百草芦荟特护膏湿痒护臀,84226,非凡贝贝,58,53,58,58.00,53,47.2,幼朵熊品牌店,非凡贝贝百草芦荟特护膏宝宝止痒祛痱护臀膏无激素非凡贝贝芦荟膏,,非凡贝贝百草芦荟特护膏湿痒护臀,http://img.alicdn.com/bao/uploaded/i2/2022895314/O1CN01I0fjQw1p7rbbERYdk_!!2022895314.jpg,99￥ CZ0001 NNL13ZWsbLo￥ https://m.tb.cn/h.g6hjzUm  非凡贝贝百草芦荟特护膏宝宝止痒祛痱护臀膏无激素非凡贝贝芦荟膏,600+,50014812,婴童用品,,18￥ HU0025 QtES3ZWsWDz￥ https://m.tb.cn/h.g6sPKdo  非凡贝贝百草芦荟特护膏宝宝止痒祛痱护臀膏无激素非凡贝贝芦荟膏,否,,,,,,,,,,是,,5,满50减5,店铺券,妈妈渠道券,,满3.01减3,店铺券,妈妈渠道券,是,,,满100减5,店铺券,全网公开券,,,,
AGrw06wHzt4OPq57QWtJGzTvtn-4YYqqJOCyZpmv755Tz,植物妈妈儿童氨基酸洗面奶250ml,84226,植物妈妈,39.9,34.9,39.9,39.90,34.9,33.16,天猫超市,植物妈妈儿童洗面奶女孩男童青少年氨基酸控油洁面泡沫官方正品,氨基酸温和不辣眼  洗卸二合一,植物妈妈儿童氨基酸洗面奶250ml,http://img.alicdn.com/bao/uploaded/i1/6000000006815/O1CN01Dv7M2T20DK9dcgObe_!!6000000006815-0-sm.jpg,39￥ CZ3460 Xluc3ZWs0n1￥ https://m.tb.cn/h.g6hj2G6  植物妈妈儿童洗面奶女孩男童青少年氨基酸控油洁面泡沫官方正品,2万+,50014812,婴童用品,,38￥ CZ8908 rTzS3ZWs3W2￥ https://m.tb.cn/h.g6sOpuz  植物妈妈儿童洗面奶女孩男童青少年氨基酸控油洁面泡沫官方正品,否,,,,,,,,,,是,,5,满5.01减5,单品券,妈妈渠道券,,,,,否,,,,,,,,,
n50nXZdTMt3qom7YOXtN5OU0tP-zGGXXmNCoX0A4Nr0FJp,欢宝莲孕妇叶酸补水保湿面膜,84226,欢宝莲,305.9,29.9,305.9,309.90,29.9,,欢宝莲旗舰店,欢宝莲叶酸准孕妇补水面膜保湿清洁专用深层滋润面膜免洗孕妇可用,,欢宝莲孕妇叶酸补水保湿面膜,http://img.alicdn.com/bao/uploaded/i4/2267255003/O1CN018QnHc11mpQTgbhLra_!!0-item_pic.jpg,49￥ CZ0000 djYT3ZWHV0J￥ https://m.tb.cn/h.g6sOk8L  欢宝莲叶酸准孕妇补水面膜保湿清洁专用深层滋润面膜免洗孕妇可用,100+,50022517,孕妇装/孕产妇用品/营养,,28￥ CZ3460 BXzJ3ZWsk7S￥ https://m.tb.cn/h.gTztTBy  欢宝莲叶酸准孕妇补水面膜保湿清洁专用深层滋润面膜免洗孕妇可用,否,,,,,,,,,,是,,276,满300减276,单品券,妈妈渠道券,,,,,否,,,,,,,,,
b8AP6kBFgtoMxwzmgGUNWJsQt6-YQQmm0wUd2BPr28wIRZ,澳兰黛羊脂膏乳头霜热销万瓶,84226,AOCILENDA/澳の兰黛,39,29,39,168.00,29,,澳兰黛旗舰店,澳兰黛准孕妇乳头霜乳头膏羊脂膏保护羊毛脂霜护理滋润养护正品,滋润养护,澳兰黛羊脂膏乳头霜热销万瓶,http://img.alicdn.com/bao/uploaded/i4/2408090537/O1CN01QkyHKV1Fpzd3kns5j_!!0-item_pic.jpg,88￥ CZ0016 wxeJ3ZWsdEk￥ https://m.tb.cn/h.gTztTz0  澳兰黛准孕妇乳头霜乳头膏羊脂膏保护羊毛脂霜护理滋润养护正品,6万+,50022517,孕妇装/孕产妇用品/营养,,18￥ CZ3456 t4lh3ZWHell￥ https://m.tb.cn/h.g6hQLmq  澳兰黛准孕妇乳头霜乳头膏羊脂膏保护羊毛脂霜护理滋润养护正品,否,,,,,,,,,,是,,10,满39减10,单品券,妈妈渠道券,,,,,否,,,,,,,,,
jWPMk6VT0tJ5eP0q8gfJnzfJte-xGGjjDeCON6e0m0aFe,欢宝莲驱蚊液孕婴可用,84226,欢宝莲,29.9,26.9,29.9,205.90,26.9,,欢宝莲旗舰店,欢宝莲叮叮驱蚊液婴儿孕妇专用无毒儿童防蚊水蚊香液3件装,,欢宝莲驱蚊液孕婴可用,http://img.alicdn.com/bao/uploaded/i3/2267255003/O1CN014O7n4w1mpQTorQLQO_!!0-item_pic.jpg,07￥ CZ0012 ldwq3ZWIe76￥ https://m.tb.cn/h.gh7o4wR  欢宝莲叮叮驱蚊液婴儿孕妇专用无毒儿童防蚊水蚊香液3件装,100+,50014812,婴童用品,,28￥ CZ0000 nU1p3ZWsHtX￥ https://m.tb.cn/h.g6sOk8y  欢宝莲叮叮驱蚊液婴儿孕妇专用无毒儿童防蚊水蚊香液3件装,否,,,,,,,,,,是,,3,满29减3,单品券,妈妈渠道券,,,,,否,,,,,,,,,
